output_idx,sent_idx,model,display_english_first,rater_idx,rating,rater_comment,adjusted_rating
18505,18,ref,1,10602,4,,4.417612192800210
18505,18,ref,1,14120,4,,4.343656602609650
18505,18,ref,1,7153,3,,2.7524872741301700
18506,19,ref,1,17153,3,,3.099338405230960
18506,19,ref,1,7153,4,,4.514959861922930
18506,19,ref,1,14120,4,,5.1061291904024100
18507,20,ref,1,19035,3,,3.3405263171528600
18507,20,ref,1,18344,3,,2.4966030563471600
18507,20,ref,1,18237,4,,3.6359061475544200
18508,21,ref,0,10010,3,,2.643093645463500
18508,21,ref,0,10244,4,,3.533264165513420
18508,21,ref,0,14120,4,,4.276846279837930
18509,22,ref,1,13903,1,,1.5736407338542300
18509,22,ref,1,14120,4,,4.547157680037770
18509,22,ref,1,10602,4,,4.621113270228330
18510,23,ref,1,10244,4,,3.796285286436570
18510,23,ref,1,6516,4,,4.072397653254630
18510,23,ref,1,19035,4,,4.87444009126469
18511,24,ref,0,19035,4,,4.436055420566780
18511,24,ref,0,6516,4,,3.634012982556730
18511,24,ref,0,18243,4,,3.480676927899310
18512,25,ref,1,5315,4,,4.349871899772170
18512,25,ref,1,14334,4,,4.47229267587869
18512,25,ref,1,18791,4,,3.9284454278708000
18513,26,ref,0,13903,3,,3.604608104982250
18513,26,ref,0,2883,4,,3.7485869383007100
18513,26,ref,0,18233,4,,4.412703119148920
18514,27,ref,1,7153,4,,4.426583913674630
18514,27,ref,1,11439,4,,4.485318195214600
18514,27,ref,1,17153,3,,3.010962456982660
18515,28,ref,1,14334,4,,5.043305282910820
18515,28,ref,1,17410,4,,4.804060104868420
18515,28,ref,1,17153,4,,4.204449114447300
18516,29,ref,1,2304,4,,4.751194423305710
18516,29,ref,1,18236,4,,4.768041123141860
18516,29,ref,1,17153,4,,4.1186043384793500
18517,30,ref,0,6855,4,,4.59787495434911
18517,30,ref,0,17153,4,,4.143618823145000
18517,30,ref,0,13903,4,,5.176892662132920
18518,31,ref,0,10602,3,,3.4540214352389100
18518,31,ref,0,19035,4,,4.714638535551960
18518,31,ref,0,18344,3,,2.870715274746270
18519,32,ref,1,14334,4,,4.098389157058090
18519,32,ref,1,1804,3,,2.430414290727810
18519,32,ref,1,14120,2,,2.266323773766030
18520,33,ref,1,10010,3,,2.282712201690350
18520,33,ref,1,5315,2,,1.626109443250320
18520,33,ref,1,14334,4,,3.748530219356840
18521,34,ref,0,13903,4,,4.8318236504472200
18521,34,ref,0,7153,4,,4.214171268151270
18521,34,ref,0,14120,4,,4.805340596630750
18522,35,ref,0,14334,4,,4.363317822892810
18522,35,ref,0,18233,4,,4.365830507583880
18522,35,ref,0,19035,4,,4.865825130104350
18523,36,ref,0,6761,4,,4.065223885900350
18523,36,ref,0,17153,4,,4.001559444069530
18523,36,ref,0,19035,4,,5.3429229197446
18524,37,ref,1,18233,4,,4.712763146972160
18524,37,ref,1,14120,4,,4.878185078989020
18524,37,ref,1,13903,4,,4.904668132805490
18525,38,ref,1,13903,4,,4.985253854418330
18525,38,ref,1,18233,4,,4.793348868585000
18525,38,ref,1,1577,4,,4.127403642899890
18526,39,ref,0,17153,3,,2.59982793288959
18526,39,ref,0,14120,4,,4.606618718061040
18526,39,ref,0,18359,3,,3.4885218956455200
18527,40,ref,0,13903,4,,4.3098011273475400
18527,40,ref,0,18236,3,,2.9259640730221200
18527,40,ref,0,14120,3,,3.283318073531070
18528,41,ref,1,14120,3,,3.131823276801950
18528,41,ref,1,18791,3,,2.420041412086120
18528,41,ref,1,13903,4,,4.158306330618420
18529,42,ref,1,14334,3,,2.871419479090680
18529,42,ref,1,10010,2,,1.405601461424190
18529,42,ref,1,18675,4,,3.504355366862180
18530,43,ref,1,13903,4,,4.9152674457747000
18530,43,ref,1,17153,4,,3.8819936067867800
18530,43,ref,1,14334,4,,4.720849775250300
18531,44,ref,1,2883,4,,3.6410904434540200
18531,44,ref,1,17153,4,,3.46383777114764
18531,44,ref,1,14120,4,,4.4706285563190900
18532,45,ref,1,18791,4,,3.6412655427570100
18532,45,ref,1,17415,3,,2.613654703873480
18532,45,ref,1,14114,4,,3.992290307624470
18533,46,ref,1,14120,3,,3.181490166879360
18533,46,ref,1,13903,4,,4.207973220695830
18533,46,ref,1,18675,4,,3.646491437942920
18534,47,ref,0,7462,4,,4.046464515753290
18534,47,ref,0,14120,4,,4.269160579730790
18534,47,ref,0,17153,3,,2.2623697945593400
18535,48,ref,1,13903,4,,4.020665537882960
18535,48,ref,1,10602,2,,2.068138074257050
18535,48,ref,1,14334,4,,3.826247867358560
18536,49,ref,1,1804,3,,2.493296001069730
18536,49,ref,1,13903,4,,4.355688537924410
18536,49,ref,1,19035,3,,3.663778174611550
18537,50,ref,1,17153,4,,3.3884947617988400
18537,50,ref,1,14130,4,,4.094516726753430
18537,50,ref,1,13903,4,,4.421768600786760
18538,51,ref,0,13903,4,,4.832813267852330
18538,51,ref,0,6761,3,,2.863203870695220
18538,51,ref,0,7462,4,,4.583634150058360
18539,52,ref,1,19035,4,,4.675394373927790
18539,52,ref,1,14334,4,,4.172887066716240
18539,52,ref,1,14120,3,,3.3408216834241700
18540,53,ref,0,18675,4,,4.325646612824920
18540,53,ref,0,14334,4,,4.692710725053420
18540,53,ref,0,1804,3,,3.02473585872314
18541,54,ref,1,19035,4,,4.668340295019530
18541,54,ref,1,18359,4,,4.215670782100400
18541,54,ref,1,5315,3,,3.0434122117014700
18542,55,ref,0,13903,4,,4.19009587494691
18542,55,ref,0,10010,4,,3.529860186756020
18542,55,ref,0,14120,4,,4.163612821130440
18543,56,ref,1,18358,4,,4.156454369675790
18543,56,ref,1,7153,3,,2.660485721147790
18543,56,ref,1,17153,3,,2.244864264455820
18544,57,ref,1,7153,3,,2.778359791621440
18544,57,ref,1,14120,4,,4.369529120100920
18544,57,ref,1,18237,4,,3.9994816410061000
18545,58,ref,1,14120,4,,4.78747195113539
18545,58,ref,1,10244,3,,3.043889836810890
18545,58,ref,1,10010,4,,4.153719316760970
18546,59,ref,0,19035,4,,4.410653112850950
18546,59,ref,0,7153,3,,2.484911093867850
18546,59,ref,0,14120,4,,4.076080422347340
18547,60,ref,0,6516,4,,4.231480555355920
18547,60,ref,0,17153,4,,3.69215951769091
18547,60,ref,0,14120,4,,4.698950302862360
18548,61,ref,1,13903,4,,4.229787741012440
18548,61,ref,1,10602,4,,4.277260277386530
18548,61,ref,1,17153,3,,2.196513902024520
18549,62,ref,1,14334,4,,4.071411057045840
18549,62,ref,1,19035,4,,4.573918364257380
18549,62,ref,1,6516,4,,3.771875926247330
18550,63,ref,1,17153,3,,2.0240105187029800
18550,63,ref,1,5315,3,,2.740445911059980
18550,63,ref,1,13903,4,,4.0572843576909000
18551,64,ref,0,19035,3,,2.973328879478640
18551,64,ref,0,14334,4,,3.470821572267090
18551,64,ref,0,13903,3,,2.665239242791500
18552,65,ref,0,14114,4,,3.772614142724100
18552,65,ref,0,17410,4,,3.726191447822120
18552,65,ref,0,13903,4,,4.1598542963889200
18553,66,ref,0,13903,4,,4.067707081197700
18553,66,ref,0,14334,4,,3.8732894106732900
18553,66,ref,0,15749,4,,3.620777948305870
18554,67,ref,0,6855,3,,2.563373283484650
18554,67,ref,0,7462,3,There is some change in punctuation.,2.8932118734745000
18554,67,ref,0,10602,3,,3.1898635276425500
18554,67,ref,0,15304,3,,2.861177502483310
18555,68,ref,1,18236,4,,3.7244568980028800
18555,68,ref,1,2353,4,,3.6275590840287700
18555,68,ref,1,4632,4,,3.765023585466430
18556,69,ref,0,17153,3,,2.466393638666970
18556,69,ref,0,15244,4,,4.048221637323050
18556,69,ref,0,18675,3,,2.9381856949019900
18557,70,ref,0,13903,4,,4.501502758173760
18557,70,ref,0,16224,3,,3.025859705257000
18557,70,ref,0,14334,4,,4.307085087649350
18558,71,ref,0,18359,4,,3.9672989494754000
18558,71,ref,0,13903,4,,4.111878825707390
18558,71,ref,0,18791,2,,1.373613907175100
18559,72,ref,1,18233,4,,4.500853129542800
18559,72,ref,1,14120,4,,4.6662750615596700
18559,72,ref,1,5315,3,,3.375919668745220
18560,73,ref,1,17153,3,,2.399464665825040
18560,73,ref,1,14120,4,,4.4062554509964900
18560,73,ref,1,6855,4,,3.8537207970291500
18561,74,ref,0,18233,3,"Both sides have consistent meaning, but some mismatch in sentence structure",2.444776138999960
18561,74,ref,0,18791,3,,1.898416206300990
18561,74,ref,0,18358,3,,2.514997391065330
18562,75,ref,1,2883,3,,2.26861403063815
18562,75,ref,1,5315,2,,1.807796750688770
18562,75,ref,1,13903,4,,4.124635197319690
18563,76,ref,1,14120,3,,2.937038958801490
18563,76,ref,1,14334,4,,3.769104342093560
18563,76,ref,1,18791,4,,3.225257094085670
18564,77,ref,1,14120,4,,5.0073387648493000
18564,77,ref,1,17153,4,,4.000547979677840
18564,77,ref,1,11439,4,,4.474903717909780
18565,78,ref,0,19035,4,,5.402031726978060
18565,78,ref,0,13903,4,,5.093942090290910
18565,78,ref,0,14334,4,,4.89952441976651
18566,79,ref,0,18344,3,,2.5737080919868200
18566,79,ref,0,17103,4,,3.5631098256081300
18566,79,ref,0,5785,3,,2.398523734811970
18567,80,ref,0,14120,4,,4.4828891248260100
18567,80,ref,0,18791,4,,3.7711072601101900
18567,80,ref,0,13903,4,,4.509372178642480
18568,81,ref,1,11439,4,,3.7692258558738500
18568,81,ref,1,7153,3,,2.710491574333880
18568,81,ref,1,13903,4,,4.328143956629830
18569,82,ref,1,14120,4,,4.876366993664570
18569,82,ref,1,10602,4,,4.95032258385513
18569,82,ref,1,6516,4,,4.40889724615813
18570,83,ref,0,19035,4,,5.005877028278370
18570,83,ref,0,18675,4,,4.136305608838320
18570,83,ref,0,14334,3,,3.5033697210668200
18571,84,ref,1,14334,4,,4.19995755361262
18571,84,ref,1,2883,4,,3.538354057455490
18571,84,ref,1,10244,3,,2.62431005599605
18572,85,ref,0,17153,3,,2.51886283204166
18572,85,ref,0,17415,3,,2.78626091361376
18572,85,ref,0,18344,3,,3.016303046911030
18573,86,ref,0,5315,3,,3.0046422481389400
18573,86,ref,0,5785,4,,3.610462713476460
18573,86,ref,0,18233,4,,4.129575708936530
18574,87,ref,1,4632,4,,4.393169162173920
18574,87,ref,1,13903,4,,4.736439529035790
18574,87,ref,1,17153,3,,2.7031656900478700
18575,88,ref,0,14334,4,,4.128334974058020
18575,88,ref,0,13903,4,,4.322752644582420
18575,88,ref,0,14120,4,,4.296269590765950
18576,89,ref,1,11439,4,,3.1776472730586300
18576,89,ref,1,18233,4,,3.544660387981290
18576,89,ref,1,5315,4,,3.419726927183700
18577,90,ref,0,17410,4,,3.60213461375811
18577,90,ref,0,17153,2,,1.002523623336990
18577,90,ref,0,19035,4,,4.343887099012060
18578,91,ref,0,18791,3,,2.58201540480013
18578,91,ref,0,6761,2,,1.350670926175320
18578,91,ref,0,19035,4,,4.62836996001957
18579,92,ref,1,5785,4,,3.7357715530663900
18579,92,ref,1,17153,3,,2.413515695371870
18579,92,ref,1,13903,4,,4.446789534359790
18580,93,ref,0,17415,4,,4.001543457773860
18580,93,ref,0,17410,3,,3.333756366622880
18580,93,ref,0,15244,3,,3.3159733748578400
18581,94,ref,0,13903,4,,3.969516492243590
18581,94,ref,0,14120,4,,3.943033438427120
18581,94,ref,0,19035,2,,2.2776061289307400
18582,95,ref,0,19035,4,,4.547658173550830
18582,95,ref,0,14334,4,,4.045150866339280
18582,95,ref,0,17415,3,,2.473692779447860
18583,96,ref,0,17153,4,,3.8875832353193600
18583,96,ref,0,5087,4,,4.568713070650430
18583,96,ref,0,17410,4,,4.4871942257404900
18584,97,ref,1,17153,3,,2.477280305373260
18584,97,ref,1,10010,4,,3.850318456170290
18584,97,ref,1,5315,4,,4.1937156977302600
18585,98,ref,0,13903,2,,1.841343374163840
18585,98,ref,0,14334,4,,3.646925703639440
18585,98,ref,0,17410,4,,3.4076805255970400
18586,99,ref,0,14334,4,,3.8922923435844900
18586,99,ref,0,14120,4,,4.060226960292430
18586,99,ref,0,10602,4,,4.134182550482990
18587,100,ref,1,18359,4,,4.322985198876120
18587,100,ref,1,16843,4,,3.981527981277950
18587,100,ref,1,7982,4,,4.2904142852062
18588,101,ref,1,18675,4,,3.718342582684220
18588,101,ref,1,18359,4,,4.135244489205140
18588,101,ref,1,14334,4,,4.085406694912730
18589,102,ref,1,7153,3,,3.1853157024329500
18589,102,ref,1,13903,4,,4.802968084728900
18589,102,ref,1,5785,3,,3.091950103435500
18590,103,ref,0,14120,4,,4.002745530464510
18590,103,ref,0,14334,4,,3.8348109137565800
18590,103,ref,0,10010,3,,2.3689928960900900
18591,104,ref,0,2883,4,,4.412373102210520
18591,104,ref,0,11439,4,,4.709476168136070
18591,104,ref,0,6855,4,,4.689376561108240
18592,105,ref,1,13903,4,,4.3497619917524500
18592,105,ref,1,7153,4,,3.732109609456500
18592,105,ref,1,14334,4,,4.15534432122805
18593,106,ref,0,18791,4,,3.586341300530370
18593,106,ref,0,1577,3,,2.46675600754423
18593,106,ref,0,18233,4,,4.132701233229340
18594,107,ref,0,14120,4,,3.947065209578960
18594,107,ref,0,14334,4,,3.779130592871020
18594,107,ref,0,11439,4,,3.414630162639440
18595,108,ref,1,18233,4,,3.880315991497530
18595,108,ref,1,1577,4,,3.214370765812420
18595,108,ref,1,14120,4,,4.045737923514390
18596,109,ref,0,17153,4,,3.207237708435630
18596,109,ref,0,10602,4,,4.287984083797640
18596,109,ref,0,14334,4,,4.046093876899150
18597,110,ref,1,18791,4,,3.6324755585669300
18597,110,ref,1,10602,4,,4.418213013473310
18597,110,ref,1,2882,4,,4.05082448701663
18598,111,ref,1,7462,4,,3.9536084381558500
18598,111,ref,1,13903,4,,4.202787555949810
18598,111,ref,1,17153,2,,1.1695137169618900
18599,112,ref,1,15244,3,,2.5044078996309400
18599,112,ref,1,10602,4,,4.0033262763368800
18599,112,ref,1,7153,3,,2.3382013576668300
18600,113,ref,1,14334,4,,4.364394418531780
18600,113,ref,1,18791,4,,3.82054717052389
18600,113,ref,1,10602,4,,4.606284625430270
18601,114,ref,1,13903,4,,5.238943991231240
18601,114,ref,1,17153,4,,4.205670152243320
18601,114,ref,1,14120,4,,5.21246093741477
18602,115,ref,1,18675,4,,4.36952802082666
18602,115,ref,1,14334,4,,4.736592133055160
18602,115,ref,1,14120,4,,4.9045267497631000
18603,116,ref,1,19035,3,,3.796544250057480
18603,116,ref,1,14334,4,,4.294036942845930
18603,116,ref,1,17153,3,,2.4551807743824100
18604,117,ref,1,7153,3,,2.7575423076918300
18604,117,ref,1,18791,4,,3.6369297714554900
18604,117,ref,1,10602,4,,4.422667226361870
18605,118,ref,1,13550,4,,3.942980740711130
18605,118,ref,1,13903,4,,4.535080692186400
18605,118,ref,1,7982,4,,4.357929902284490
18606,119,ref,0,2882,4,,4.660624959229400
18606,119,ref,0,13903,4,,4.980540949311990
18606,119,ref,0,14120,4,,4.9540578954955200
18607,120,ref,1,5315,4,,4.68151288525564
18607,120,ref,1,18358,4,,4.8766675981186100
18607,120,ref,1,14334,4,,4.803933661362160
18608,121,ref,0,14120,4,,4.787311151056070
18608,121,ref,0,18233,4,,4.621889219039210
18608,121,ref,0,13903,4,,4.813794204872540
18609,122,ref,1,13903,4,,4.874103585956890
18609,122,ref,1,14120,4,,4.847620532140430
18609,122,ref,1,14334,4,,4.679685915432490
18610,123,ref,0,18791,4,,3.7399202773574600
18610,123,ref,0,10602,4,,4.5256577322638400
18610,123,ref,0,14334,4,,4.283767525365350
18611,124,ref,1,17153,3,,2.347733929411240
18611,124,ref,1,19035,3,,3.689097405086310
18611,124,ref,1,18359,4,,4.236427892167180
18612,125,ref,0,10244,4,,3.531010957880850
18612,125,ref,0,18359,4,,4.156496249789830
18612,125,ref,0,5315,3,,2.984237679390900
18613,126,ref,1,14120,3,,3.5192490820883400
18613,126,ref,1,10602,3,,3.5932046722788900
18613,126,ref,1,19035,4,,4.8538217725919500
18614,127,ref,0,18675,2,,1.8429958411660200
18614,127,ref,0,17153,3,,2.371203784931000
18614,127,ref,0,10602,4,,4.451950160293020
18615,128,ref,0,14334,4,,3.857125460615770
18615,128,ref,0,19035,2,,2.35963276782732
18615,128,ref,0,5785,4,,3.340525149846780
18616,129,ref,0,17153,2,,1.079855883233140
18616,129,ref,0,18791,2,,1.3748648036887600
18616,129,ref,0,13903,4,,4.113129722221060
18617,130,ref,1,14334,4,,4.19975290677377
18617,130,ref,1,18791,3,,2.6559056587658800
18617,130,ref,1,14120,4,,4.367687523481710
18618,131,ref,1,19035,4,,4.9396785774011000
18618,131,ref,1,13903,4,,4.631588940713960
18618,131,ref,1,14120,4,,4.605105886897490
18619,132,ref,0,14120,4,,4.672335517838010
18619,132,ref,0,10602,4,,4.746291108028560
18619,132,ref,0,18791,4,,3.960553653122180
18620,133,ref,0,14334,4,,4.322459982030660
18620,133,ref,0,19035,3,,3.8249672892422000
18620,133,ref,0,18675,4,,3.9553958698021500
18621,134,ref,0,13903,4,,4.066351886348580
18621,134,ref,0,19035,4,,4.374441523035730
18621,134,ref,0,18675,4,,3.504870103595680
18622,135,ref,1,10244,4,,3.132923222686660
18622,135,ref,1,14120,4,,3.876505337011160
18622,135,ref,1,10602,4,,3.950460927201720
18623,136,ref,0,17153,3,,1.9607171722895200
18623,136,ref,0,14334,4,,3.799573340753040
18623,136,ref,0,13903,4,,3.9939910112774400
18624,137,ref,1,7153,3,,2.494023728255350
18624,137,ref,1,6516,4,,3.6177233092283900
18624,137,ref,1,19035,4,,4.419765747238450
18625,138,ref,1,17153,3,,1.8215710388770900
18625,138,ref,1,13903,4,,3.8548448778650100
18625,138,ref,1,14120,3,,2.8283618240485400
18626,139,ref,1,18233,4,,3.744695604414350
18626,139,ref,1,6855,2,,1.357582882463870
18626,139,ref,1,19035,3,,3.244690226934830
18627,140,ref,1,14334,4,,3.879422502577760
18627,140,ref,1,17153,3,,2.040566334114240
18627,140,ref,1,19035,3,,3.38192980978931
18628,141,ref,0,17153,3,,2.6810042377957800
18628,141,ref,0,14334,4,,4.519860406259300
18628,141,ref,0,19035,4,,5.022367713470850
18629,142,ref,1,19035,4,,5.146908224117000
18629,142,ref,1,18233,4,,4.646913601596530
18629,142,ref,1,17153,4,,3.8055447484419400
18630,143,ref,0,18791,3,,2.953003801183150
18630,143,ref,0,5315,4,,4.3744302730845200
18630,143,ref,0,18233,4,,4.499363733882110
18631,144,ref,0,13903,4,,4.282598353547270
18631,144,ref,0,14120,2,,2.2561152997308
18631,144,ref,0,10602,4,,4.330070889921360
18632,145,ref,0,14334,4,,3.856679474679470
18632,145,ref,0,7153,4,,3.433444762907920
18632,145,ref,0,5315,4,,3.7342586985729500
18633,146,ref,0,10010,3,,2.958073545688530
18633,146,ref,0,14120,4,,4.591826180062960
18633,146,ref,0,13903,4,,4.618309233879430
18634,147,ref,1,18344,3,,2.6305683626718600
18634,147,ref,1,19035,4,,4.474491623477560
18634,147,ref,1,18675,3,,2.604920204037510
18635,148,ref,1,13903,4,,4.006194331869490
18635,148,ref,1,18233,4,,3.814289346036160
18635,148,ref,1,5315,4,,3.689355885238570
18636,149,ref,1,10244,2,,1.159753149939500
18636,149,ref,1,13903,3,,2.929818318080480
18636,149,ref,1,14120,3,,2.903335264264010
18637,150,ref,0,18675,4,,4.051728469354920
18637,150,ref,0,6516,4,,4.119257450784910
18637,150,ref,0,19035,4,,4.9212998887949700
18638,151,ref,1,14114,4,,4.166448535475230
18638,151,ref,1,18359,4,,4.4091088129080600
18638,151,ref,1,13903,4,,4.553688689140050
18639,152,ref,1,10602,4,,4.158732693452090
18639,152,ref,1,17153,3,,2.0779863180900800
18639,152,ref,1,18233,4,,3.919355171244670
18640,153,ref,0,19035,4,,4.718735773376900
18640,153,ref,0,14334,4,,4.216228466165350
18640,153,ref,0,14120,4,,4.384163082873280
18641,154,ref,1,5087,4,,3.998477470455030
18641,154,ref,1,13903,4,,4.350621474111890
18641,154,ref,1,14120,4,,4.324138420295420
18642,155,ref,1,17153,2,,0.944037983689382
18642,155,ref,1,1804,4,,3.114919285822620
18642,155,ref,1,13903,4,,3.977311822677300
18643,156,ref,0,5785,4,,4.22583029313742
18643,156,ref,0,5315,4,,4.620009827799900
18643,156,ref,0,13903,4,,4.936848274430820
18644,157,ref,0,18236,4,,3.9942797323166800
18644,157,ref,0,18233,4,,4.186211800808770
18644,157,ref,0,18358,3,,3.25643305287415
18645,158,ref,0,19035,4,,4.419546546543730
18645,158,ref,0,13903,4,,4.111456909856590
18645,158,ref,0,6855,4,,3.532439202072770
18646,159,ref,1,19035,4,,5.248182667645520
18646,159,ref,1,17153,3,,2.906819191970460
18646,159,ref,1,18675,3,,3.378611248205470
18647,160,ref,0,13903,4,,4.565620921812500
18647,160,ref,0,19035,4,,4.873710558499650
18647,160,ref,0,6761,4,,3.5960115246554000
18648,161,ref,0,18791,3,,2.716711299835240
18648,161,ref,0,18358,4,,4.333292484599580
18648,161,ref,0,14120,4,,4.428493164551070
18649,162,ref,0,10602,4,,3.962627342260120
18649,162,ref,0,5087,4,,3.563010802229170
18649,162,ref,0,19035,4,,4.223244442573170
18650,163,ref,1,14120,4,,4.2971832593724300
18650,163,ref,1,18358,3,,3.201982579420950
18650,163,ref,1,13903,4,,4.323666313188900
18651,164,ref,0,13903,4,,4.289857418703350
18651,164,ref,0,14334,4,,4.095439748178940
18651,164,ref,0,14120,3,,3.263374364886880
18652,165,ref,0,5785,4,,3.594034727271810
18652,165,ref,0,13903,4,,4.305052708565200
18652,165,ref,0,11439,3,,2.7461346078092200
18653,166,ref,0,7153,4,,4.176595241667680
18653,166,ref,0,17153,3,,2.7609737849757100
18653,166,ref,0,14120,3,,3.767764570147160
18654,167,ref,1,10010,3,,2.7806341826016400
18654,167,ref,1,14334,4,,4.246452200268130
18654,167,ref,1,18358,4,,4.319186137024580
18655,168,ref,1,17153,2,,1.31056537834185
18655,168,ref,1,19035,4,,4.651928854016920
18655,168,ref,1,13903,4,,4.343839217329770
18656,169,ref,0,19035,4,,5.161473896344150
18656,169,ref,0,14334,4,,4.6589665891326000
18656,169,ref,0,14120,4,,4.826901205840540
18657,170,ref,0,13903,3,,3.6278047840381100
18657,170,ref,0,14120,4,,4.601321730221640
18657,170,ref,0,19035,4,,4.935894420725250
18658,171,ref,0,18237,4,,3.8667478758138300
18658,171,ref,0,14334,4,,4.068860738200720
18658,171,ref,0,13903,4,,4.263278408725120
18659,172,ref,1,14120,4,,4.908920939597510
18659,172,ref,1,2882,4,,4.615488003331390
18659,172,ref,1,17415,4,,4.16952823599816
18660,173,ref,1,14334,4,,4.591980070620760
18660,173,ref,1,17153,4,,3.7531239021572400
18660,173,ref,1,18358,4,,4.6647140073772100
18661,174,ref,0,18236,2,,2.5736325479055400
18661,174,ref,0,18675,4,,4.395987819478050
18661,174,ref,0,18359,4,,4.812889725998970
18662,175,ref,1,5785,4,,4.155405745690580
18662,175,ref,1,5315,4,,4.549585280353050
18662,175,ref,1,18344,2,,2.3305901028654200
18663,176,ref,1,7153,3,,2.701347120255590
18663,176,ref,1,18359,3,,3.174419626319550
18663,176,ref,1,17153,2,,1.285725663563620
18664,177,ref,1,19035,3,,3.6442946316415700
18664,177,ref,1,14334,4,,4.1417873244300200
18664,177,ref,1,13903,4,,4.336204994954420
18665,178,ref,1,6516,3,,3.2995500621467900
18665,178,ref,1,18359,4,,4.648922987237710
18665,178,ref,1,13903,4,,4.793502863469700
18666,179,ref,1,18233,4,,4.617118237301270
18666,179,ref,1,14120,4,,4.782540169318130
18666,179,ref,1,7153,4,,4.191370840838650
18667,180,ref,1,13903,4,,4.2171285451459200
18667,180,ref,1,14334,4,,4.022710874621510
18667,180,ref,1,19035,3,,3.525218181833060
18668,181,ref,0,7982,4,,4.413809890197080
18668,181,ref,0,10602,4,,4.638433216473080
18668,181,ref,0,2882,4,,4.2710446900164000
18669,182,ref,0,14120,4,,4.178616564026950
18669,182,ref,0,18358,4,,4.083415884075470
18669,182,ref,0,10602,4,,4.2525721542175100
18670,183,ref,0,5315,3,,3.2417695428361600
18670,183,ref,0,17153,4,,3.5253341504791600
18670,183,ref,0,7153,4,,3.9409556071711300
18671,184,ref,1,19035,4,,4.680946595365280
18671,184,ref,1,13903,3,,3.3728569586781400
18671,184,ref,1,14120,4,,4.34637390486167
18672,185,ref,0,10010,4,,4.190943051190340
18672,185,ref,0,13903,4,,4.851178739381240
18672,185,ref,0,10602,4,,4.898651275755330
18673,186,ref,1,5785,4,,3.437061842765610
18673,186,ref,1,14120,3,,3.121596770242530
18673,186,ref,1,13903,3,,3.1480798240590000
18674,187,ref,1,13903,4,,4.394931667758510
18674,187,ref,1,5315,3,,3.078093221127590
18674,187,ref,1,18233,3,"Both sides have consistent meaning, but some mismatch in sentence structure",3.2030266819251800
18675,188,ref,0,10602,4,,4.203788993713500
18675,188,ref,0,6516,4,,3.662363656016500
18675,188,ref,0,5315,4,,3.8394780107084900
18676,189,ref,1,13903,4,,4.251448423834030
18676,189,ref,1,7462,4,,4.002269306040060
